product_id,name,brand,category,price,rating,rating_count,skin_type,concerns,affiliate_cj,affiliate_rakuten,affiliate_amazon,image_url
e5cc7aca-0803-4e83-abea-1bc802e53ae3,VelvetTouch Foundation 83,DermaFresh,foundation,1913,3.2,3614,sensitive,hydration,https://cj.com/49935c03-db43-4b49-95e8-9ddb752c500f,,,https://via.placeholder.com/150
b787abe1-4d2f-48b8-ad1a-8ac07b29ac74,PureBeauty Lipstick 82,PureBeauty,lipstick,909,3.6,527,oily,anti-aging,,https://rakuten.com/13ff0b4c-dcf9-41e7-90e0-ee15c50faf9c,,https://via.placeholder.com/150
6111fba5-f496-458c-9612-e516b90572aa,GlowSkin Cleanser 55,PureBeauty,cleanser,2894,4.7,148,all,acne,,https://rakuten.com/17010840-6c75-41be-b9f8-d3c363088665,,https://via.placeholder.com/150
044639a7-1586-424e-8bfa-d2fc24fafec0,DermaFresh Serum 54,HydraLab,serum,269,3.5,4969,dry,dark spots,,https://rakuten.com/5eb9ae09-bc9b-4702-ac37-2d50d05f3e8a,,https://via.placeholder.com/150
cd1cb180-aa4a-4250-894e-842d40440550,SkinAura Moisturizer 23,PureBeauty,moisturizer,636,4.8,3209,sensitive,oil control,https://cj.com/3b76e074-88c2-4ca9-9714-d6db49b5786c,,,https://via.placeholder.com/150
6d6bec19-f9e8-477d-bdfe-1692d53e6b25,PureBeauty Sunscreen 78,GlowSkin,sunscreen,2360,,2370,sensitive,hydration,,https://rakuten.com/786352ad-11e2-4d1d-947a-c1fa716ff8cb,,https://via.placeholder.com/150
62d002ce-2a7f-4220-aa14-501520895db2,PureBeauty Foundation 12,SkinAura,foundation,2049,4.6,4953,all,hydration,,https://rakuten.com/f23edf7f-603a-4b34-a799-4cd9341041de,,https://via.placeholder.com/150
b7cb1f9d-2ef0-4797-a883-d2f25632a5db,RadiantCare Cleanser 37,PureBeauty,cleanser,,4.9,1508,sensitive,anti-aging,https://cj.com/f22bd797-0c36-4bdd-99b4-d1e29a0029b7,,,https://via.placeholder.com/150
8fb3b9da-483b-470d-968f-fc67ff9eb0f5,BeautyNest Foundation 31,DermaFresh,foundation,2333,4.8,4873,all,anti-aging,,,,https://via.placeholder.com/150
066df492-e777-4892-a98c-bc427e70f48a,DermaFresh Moisturizer 31,LuxeGlow,moisturizer,1328,3.1,2760,sensitive,sun protection,,https://rakuten.com/c3e631f2-2157-4e79-9e88-bfa2e0e1bc28,,https://via.placeholder.com/150
e016235d-6b25-40fb-b226-66f3aed3939f,BeautyNest Moisturizer 13,LuxeGlow,moisturizer,399,4.5,3358,all,dark spots,https://cj.com/7f607e42-2dc1-45a6-ba30-0f91d1a09230,,,https://via.placeholder.com/150
58e4df79-3494-4c15-b99f-313034afba94,VelvetTouch Moisturizer 93,BeautyNest,moisturizer,1456,3.8,616,combination,dark spots,,https://rakuten.com/fac3aa35-ef7d-4c89-90dd-9ae15e9854fc,,https://via.placeholder.com/150
a63318bd-179e-43cd-b5d3-845d50551ff0,ClearDerm Cleanser 8,VelvetTouch,cleanser,843,3.3,3778,oily,hydration,,https://rakuten.com/65e62580-6d91-47b7-922f-8107753bca07,,https://via.placeholder.com/150
e17b576f-787e-4471-98fc-f89aa17e8b02,HydraLab Lipstick 54,DermaFresh,lipstick,,3.4,3119,combination,oil control,https://cj.com/ec56f278-79bb-4382-bc48-13dd8e46a865,,,https://via.placeholder.com/150
ce50a32f-ce8f-4295-86ab-cad5b53bd308,LuxeGlow Lipstick 86,GlowSkin,lipstick,1478,3.4,4909,oily,acne,https://cj.com/cd964a17-f1fb-4862-815e-ecfd4d3eacbc,,,
40c9545d-ae47-4a9d-9c4d-e81136756576,LuxeGlow Lipstick 37,SkinAura,lipstick,2008,3.7,2802,all,anti-aging,,,https://amazon.com/303f3630-21ac-4dc9-9b8a-f068d8a59131,https://via.placeholder.com/150
024d9f95-898f-4ba7-aaae-554eb9bc1b3f,VelvetTouch Lipstick 3,LuxeGlow,lipstick,,2.7,1860,oily,anti-aging,https://cj.com/5c789014-66d4-4735-ad01-44397eed9248,,,https://via.placeholder.com/150
37375cc5-fc7a-4ee0-b8b9-405d705f576d,ClearDerm Serum 19,PureBeauty,serum,2533,4.0,4517,all,acne,https://cj.com/ad9e3355-2001-4d6d-91be-97cf45e58682,,,https://via.placeholder.com/150
25d57946-9d6e-47dd-969d-89e9bc84c13d,ClearDerm Moisturizer 34,HydraLab,moisturizer,923,2.7,1647,sensitive,dark spots,,,,https://via.placeholder.com/150
4ade0bea-d7af-40e9-9e6f-4478257e7c59,ClearDerm Lipstick 62,GlowSkin,lipstick,1632,4.3,65,dry,acne,,https://rakuten.com/643a5132-bd50-4258-94ee-2c4bff860b57,,https://via.placeholder.com/150
9c388e0f-a590-4ad0-9bed-f39f4373f641,ClearDerm Moisturizer 86,ClearDerm,moisturizer,1564,4.0,2286,all,hydration,https://cj.com/bf3d1cf9-0123-41f0-a8a6-20c891eb0148,,,https://via.placeholder.com/150
1fa51530-5191-4b33-b84f-9579424c8471,SkinAura Serum 75,ClearDerm,serum,,4.9,4180,dry,acne,,,https://amazon.com/d9a619ee-c72c-4db9-bc85-dd0164bdc2aa,https://via.placeholder.com/150
93633dad-ae5e-41d0-874d-c6fa9e15fdd0,DermaFresh Sunscreen 74,HydraLab,sunscreen,1403,4.1,258,sensitive,anti-aging,https://cj.com/bb7af6e7-1940-4f19-932f-afa6880dd2b3,,,https://via.placeholder.com/150
c541daf7-d14a-44fb-a5ee-b7540995f4c7,HydraLab Sunscreen 84,SkinAura,sunscreen,558,4.5,4362,dry,anti-aging,https://cj.com/5f51c1b9-96cb-4528-aec1-bc9b2fc9e057,,,https://via.placeholder.com/150
418f67a9-0f07-47e3-ad6a-899ae1f6d80b,LuxeGlow Cleanser 4,HydraLab,cleanser,2581,,4330,oily,oil control,https://cj.com/19b29a84-72ef-4699-9f39-fe0d7fcc5809,,,https://via.placeholder.com/150
69b89b42-e7a9-4978-8482-90b0a7eb8a5e,PureBeauty Foundation 49,PureBeauty,foundation,1875,3.7,591,oily,sun protection,https://cj.com/0321380e-d1be-47d2-bdda-63a020b22983,,,https://via.placeholder.com/150
7b22896c-3af0-4b13-ac79-0b065c2f8087,DermaFresh Foundation 21,DermaFresh,foundation,1130,2.6,1287,sensitive,oil control,,https://rakuten.com/2ebdd196-6891-445e-89ac-47fee0683da5,,https://via.placeholder.com/150
29521419-de2e-4806-8909-0225c0247ef2,DermaFresh Foundation 29,GlowSkin,foundation,2684,4.6,3972,all,oil control,https://cj.com/04b8c6d6-c560-4900-aeb5-b1388601d97b,,,https://via.placeholder.com/150
8720fa68-4d02-4e43-b7cb-ad3318c3f6d7,RadiantCare Cleanser 53,LuxeGlow,cleanser,,4.5,1294,dry,sun protection,,,https://amazon.com/65ec5a0f-f003-4bd4-93dd-6710e67e2766,https://via.placeholder.com/150
026865c7-2cbe-4728-9b47-471bd8ea41ef,SkinAura Cleanser 61,VelvetTouch,cleanser,740,4.0,309,dry,anti-aging,https://cj.com/a26766d1-eba5-4be2-815d-96f1161f98d3,,,https://via.placeholder.com/150
509f5b94-51fd-4f01-a956-40c92c49c796,RadiantCare Foundation 76,BeautyNest,foundation,910,4.8,4803,dry,oil control,,,https://amazon.com/82043fb3-3140-4540-aecd-14ed132d456d,https://via.placeholder.com/150
021d01e6-5812-456e-90d9-03e7e3d8615d,VelvetTouch Foundation 41,ClearDerm,foundation,1628,3.9,1791,combination,sun protection,https://cj.com/3fa42946-9024-4ab8-812b-6c5da938b82e,,,https://via.placeholder.com/150
b555967e-5838-46af-a379-d0e88d2a8295,LuxeGlow Sunscreen 38,RadiantCare,sunscreen,748,4.8,4105,dry,oil control,https://cj.com/26789f15-36be-4a4f-bf3e-80cec39f6bed,,,https://via.placeholder.com/150
63dadb5a-d074-456e-8d58-e74d9d2f07a7,ClearDerm Lipstick 48,GlowSkin,lipstick,1297,3.6,613,combination,acne,https://cj.com/206ea41a-6572-460f-9a10-795043b66139,,,https://via.placeholder.com/150
4daded52-baff-4b1c-bf80-e38062e4e6de,BeautyNest Cleanser 84,PureBeauty,cleanser,2822,3.5,1763,all,anti-aging,,https://rakuten.com/8edc77df-b1ca-4732-a2f0-8c87d85f3cd7,,https://via.placeholder.com/150
e7538fa6-39b0-4e14-8f2f-90638dd5e3f5,GlowSkin Cleanser 86,DermaFresh,cleanser,1212,,4950,all,hydration,https://cj.com/385b5422-d064-4944-bc47-1c74ea3986d6,,,https://via.placeholder.com/150
119c3359-94c7-46b2-b817-a6e09bb381d6,RadiantCare Serum 13,DermaFresh,serum,985,3.6,3515,sensitive,oil control,https://cj.com/72b0ec6a-a6fe-445b-a9a0-b920addff15f,,,https://via.placeholder.com/150
7ceaf880-4553-4691-af4c-7421e9411022,SkinAura Sunscreen 23,RadiantCare,sunscreen,860,3.3,4297,dry,anti-aging,,,https://amazon.com/a9ea950a-ea74-4d3d-af2f-c16f02a19b62,https://via.placeholder.com/150
f1cb1794-c84f-4742-a356-290c9b5866d1,HydraLab Foundation 97,GlowSkin,foundation,1080,3.7,4284,dry,acne,https://cj.com/da8e222f-5233-4e6b-b121-3d3794ab7473,,,https://via.placeholder.com/150
f5cff352-122b-4881-ae35-12fdf9ee1275,BeautyNest Moisturizer 19,SkinAura,moisturizer,1576,4.2,4848,oily,sun protection,https://cj.com/eeef2856-3911-459f-a603-0b1221279cc2,,,https://via.placeholder.com/150
3bf4543b-648e-4d46-92eb-fb8be702292b,DermaFresh Foundation 88,ClearDerm,foundation,209,4.5,73,sensitive,acne,,https://rakuten.com/9055232c-4233-4a3b-b0ea-f4f635c81078,,https://via.placeholder.com/150
dd410fb8-9b16-4491-9343-5c656924e8f3,PureBeauty Cleanser 29,SkinAura,cleanser,225,3.1,452,oily,dark spots,,,https://amazon.com/da64c6cf-db89-4270-8f55-599c6812528a,https://via.placeholder.com/150
b530ecb3-bc57-42cd-8845-7df11e4f0266,GlowSkin Lipstick 48,VelvetTouch,lipstick,1520,2.5,1179,all,anti-aging,https://cj.com/7e1987a9-8c9f-40f3-bd08-29e0060ad458,,,https://via.placeholder.com/150
85c9ad91-1af7-41b8-91c1-a70354cd9e26,DermaFresh Foundation 39,BeautyNest,foundation,2678,4.4,2591,all,dark spots,,https://rakuten.com/4e7a0493-d42a-428f-817e-d5b688df6324,,https://via.placeholder.com/150
56e854ca-e09e-426a-99b4-f593dcca694e,BeautyNest Moisturizer 29,VelvetTouch,moisturizer,1832,,586,dry,oil control,,https://rakuten.com/66d4bd02-dd29-4885-b9e8-6f9ec5c4781a,,https://via.placeholder.com/150
d82f9a96-c026-4de9-b8b5-fd4929b1795a,BeautyNest Lipstick 100,ClearDerm,lipstick,1582,3.7,2040,combination,acne,,https://rakuten.com/0ff75989-fdec-4156-8dc0-0c8d71fc70f0,,https://via.placeholder.com/150
8c9eb827-a1af-4d11-95c7-296adae24658,GlowSkin Serum 97,VelvetTouch,serum,743,3.1,1166,dry,sun protection,https://cj.com/c3ea397d-6e11-4997-8eb9-b15368ec5720,,,https://via.placeholder.com/150
9d09f780-93bc-435b-b095-ae4814d535a0,RadiantCare Serum 23,HydraLab,serum,895,3.4,3541,all,sun protection,https://cj.com/87af053d-05f3-4f3d-9405-81519affac32,,,https://via.placeholder.com/150
5d963e94-1bc9-4dbb-bd20-561e6b701c06,GlowSkin Foundation 44,DermaFresh,foundation,411,2.8,4265,sensitive,hydration,,https://rakuten.com/ba93a37f-4209-4f9d-bb47-b4d3c2cde8be,,https://via.placeholder.com/150
ec859d42-a4a6-4306-95b2-6191d4c9cd07,HydraLab Lipstick 17,GlowSkin,lipstick,2710,,3908,oily,dark spots,,https://rakuten.com/05fac01d-79b1-4203-ab9a-e617dc1068ac,,https://via.placeholder.com/150
94089f15-7e4d-469a-95f5-11460bf129d2,LuxeGlow Sunscreen 56,ClearDerm,sunscreen,1487,2.8,1448,dry,anti-aging,,https://rakuten.com/84e7e441-40eb-4b2f-a355-94d86f2f80db,,https://via.placeholder.com/150
932ca86d-84ee-4a42-b8a3-266e80978db0,VelvetTouch Serum 50,VelvetTouch,serum,455,2.6,4519,all,oil control,https://cj.com/78c4c504-885c-484c-9598-e8e5cc656b18,,,https://via.placeholder.com/150
8520de73-bde4-4c30-8055-0236d305b604,HydraLab Lipstick 98,ClearDerm,lipstick,1406,,1059,sensitive,acne,https://cj.com/53658c12-ad26-4596-9dab-b350bdb979a4,,,https://via.placeholder.com/150
4b10e5c1-1ea1-4815-b435-b4136dc0f40e,HydraLab Serum 40,ClearDerm,serum,2467,4.0,4601,dry,hydration,https://cj.com/89b46be4-7468-466d-aa4b-77c5adb1c2bd,,,https://via.placeholder.com/150
2f55a27f-4951-4879-96dd-e4190f111dda,HydraLab Moisturizer 59,LuxeGlow,moisturizer,911,,3458,combination,dark spots,https://cj.com/b70cb101-d0c0-43b0-bb0c-a90c583ae982,,,https://via.placeholder.com/150
90433556-6c4c-4884-b93d-25a66649142a,GlowSkin Serum 77,VelvetTouch,serum,1140,3.9,677,dry,sun protection,,https://rakuten.com/23800d7d-6bbf-4674-9c76-530dc8b1db04,,https://via.placeholder.com/150
c98dcccc-2d0e-44bb-8622-7265b5a63b4d,BeautyNest Serum 88,SkinAura,serum,2690,4.7,598,dry,dark spots,https://cj.com/2e3c9cca-8e45-4146-937f-d48f724c9bbb,,,https://via.placeholder.com/150
7a5e2cd2-caec-4f2a-8961-bdf47a2faf12,HydraLab Lipstick 8,GlowSkin,lipstick,2289,3.6,4779,dry,acne,https://cj.com/797f2f83-848c-440c-9685-487e656b54cf,,,https://via.placeholder.com/150
78371043-e6dd-4b86-b7cb-cbfa88e804c6,LuxeGlow Moisturizer 7,DermaFresh,moisturizer,472,3.1,850,dry,acne,,,,https://via.placeholder.com/150
acd2290c-37a9-4bb6-b82f-7f6f55a2f81a,DermaFresh Lipstick 98,GlowSkin,lipstick,1567,4.7,2555,combination,acne,,https://rakuten.com/5ec5b06c-ba67-4b13-83d6-33070cbbc147,,https://via.placeholder.com/150
da2775af-e74c-46ed-8d2f-bcd9ec3f4ca5,RadiantCare Serum 61,DermaFresh,serum,,4.7,3279,all,sun protection,https://cj.com/a6749062-c19f-48de-b70b-21407511e37e,,,https://via.placeholder.com/150
